Tên sản phẩm,Giá (VNĐ),Thương hiệu,Đã bán,Điểm đánh giá,Số lượng đánh giá,Danh Mục,platform
Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Đỏ Mọng 2.4g,69000,LipIce,31,4.9,20,Trang điểm,Hasaki
Kem Che Khuyết Điểm Judydoll Dạng Lỏng - 02 Da Tự Nhiên 3.2g,96000,Judydoll,22,5.0,3,Trang điểm,Hasaki
Son Môi L'Oreal Mịn Lì Căng Mướt 666 I Win - Đỏ Lạnh 1.7g,259000,L'Oreal,8,5.0,5,Trang điểm,Hasaki
Xịt Khoá Makeup Colorkey Hỗ Trợ Kiềm Dầu Ice Cream 100ml,117000,Colorkey,18,5.0,2,Trang điểm,Hasaki
Bút Kẻ Mắt Nước Maybelline Sắc Mảnh BR1 Nâu Tự Nhiên 0.4g,156000,Maybelline,13,4.7,11,Trang điểm,Hasaki
Kem Che Khuyết Điểm The Saem - 1.25 Light Beige 9.5g,149000,The SAEM,14,4.7,3,Trang điểm,Hasaki
Kem Che Khuyết Điểm Maybelline Mịn Lì 05 Ivory 6.8ml,138000,Maybelline,15,4.9,14,Trang điểm,Hasaki
"Son Dưỡng Môi Mediheal Mềm Mại, Mịn Màng Ban Đêm 10ml",72000,Mediheal,28,4.9,40,Trang điểm,Hasaki
Kem Che Khuyết Điểm The Saem - 1.5 Natural Beige 9.5g,149000,The SAEM,14,4.7,3,Trang điểm,Hasaki
Son Dưỡng Môi Curél Cấp Ẩm Chuyên Sâu Không Màu 4.2g,199000,Curél,10,4.6,5,Trang điểm,Hasaki
Phấn Phủ Maybelline Mịn Lì Kiềm Dầu 110 Porcelain 8.5g,178000,Maybelline,11,4.8,6,Trang điểm,Hasaki
Son Dưỡng Môi Vaseline Mềm Mịn 4.8g,63000,Vaseline,31,4.9,22,Trang điểm,Hasaki
Xịt Khoá Makeup Pramy Cấp Ẩm Căng Bóng 100ml,131000,Pramy,15,5.0,1,Trang điểm,Hasaki
Son Thỏi 3CE Mềm Môi 05 Cozy Whisper - Hồng Hạ Phai 3.5g,283000,3CE,7,5.0,1,Trang điểm,Hasaki
Son Kem Lì Black Rouge A07 Purecrimeson - Đỏ Cam Đào 4.5g,201000,Black Rouge,10,5.0,4,Trang điểm,Hasaki
Phấn Nước B.O.M Che Khuyết Điểm #21 Tông Trắng Sáng 15g,513000,B.O.M,4,4.9,14,Trang điểm,Hasaki
Phấn Nước Lemonade Kiềm Dầu A02 Tự Nhiên 15g (Vỏ Mới),239000,Lemonade,8,4.8,8,Trang điểm,Hasaki
Combo 2 Mút Tán Nền Trang Điểm Mastige Kháng Khuẩn Màu Hồng,69000,Mastige,27,5.0,1,Trang điểm,Hasaki
Son Bóng Maybelline 62 Irresistible – Da Đất 4.2ml,179000,Maybelline,11,5.0,27,Trang điểm,Hasaki
Chì Kẻ Mày Lemonade 2 Đầu Màu Nâu Xám 2g+2ml,149000,Lemonade,13,4.8,6,Trang điểm,Hasaki
Phấn Nước BYS Mịn Lì Fair Neutral - Tông Da Tự Nhiên 10g,359000,BYS,5,5.0,16,Trang điểm,Hasaki
Phấn Má Hồng Judydoll Mềm Mịn Tự Nhiên - 63 Dâu Tây Sữa 2g,108000,Judydoll,17,4.0,1,Trang điểm,Hasaki
Son Kem Lì Black Rouge A11 Tanned Camellia Hồng Cháy 4.5g,189000,Black Rouge,10,4.8,10,Trang điểm,Hasaki
Son Kem Lì Colorkey P307 Cánh Hồng Khô 1.8g,99000,Colorkey,17,5.0,2,Trang điểm,Hasaki
Son Kem Lì Colorkey O308 Đỏ Cam Đất 1.8g,99000,Colorkey,17,5.0,2,Trang điểm,Hasaki
Mascara Australis Trong Suốt Dài Mi & Định Hình Chân Mày 8ml,184000,australis,9,5.0,25,Trang điểm,Hasaki
Kẻ Mắt Nước B.O.M Lâu Trôi Màu Đen 01 Wonder Black 0.5g,248000,B.O.M,7,4.8,16,Trang điểm,Hasaki
Phấn Nước Lime Kiềm Dầu No.20 Pink Beige Da Trung Bình 20g,211000,Lime,8,5.0,2,Trang điểm,Hasaki
Son Thỏi 3CE Mềm Môi 09 Taupe Beige - Nâu Đất 3.5g,283000,3CE,6,5.0,1,Trang điểm,Hasaki
Son Dưỡng Môi Vaseline Hồng Xinh 4.8g,60000,Vaseline,27,4.9,22,Trang điểm,Hasaki
Bộ Cọ Trang Điểm Vacosi 8 Cây Kèm Ví Đựng - BC31,198000,Vacosi,9,5.0,1,Trang điểm,Hasaki
Son Tint 3CE Lâu Trôi Màu Luztic - Đỏ Cherry 4.5g,283000,3CE,6,5.0,1,Trang điểm,Hasaki
"Phấn Phủ Australis Dạng Bột Mỏng Mịn, Kiềm Dầu 6g",264000,australis,6,5.0,14,Trang điểm,Hasaki
Son Lì 3CE Mịn Môi Hipamine - Nâu Đỏ Đun 4g,278000,3CE,6,4.7,6,Trang điểm,Hasaki
Kềm Cắt Da Kềm Nghĩa Thép Chuyên Dụng Mạ Vàng 24K D.555,97000,Kềm Nghĩa,17,5.0,3,Trang điểm,Hasaki
Xịt Khoá Makeup Australis Dạng Lì Lâu Trôi 110ml (Mới),256000,australis,6,5.0,8,Trang điểm,Hasaki
Phấn Nước B.O.M Che Khuyết Điểm #23N Tông Tự Nhiên 15g,515000,B.O.M,3,4.9,14,Trang điểm,Hasaki
Lông Mi Giả Tự Dính Mlen Diary Hướng Dương,89000,Mlen Diary,18,4.0,1,Trang điểm,Hasaki
Kem Che Khuyết Điểm The Saem - 0.5 Ice Beige 9.5g,149000,The SAEM,10,4.7,3,Trang điểm,Hasaki
Kem Che Khuyết Điểm Lemonade Màu A01 - Da Sáng 3g (Mới),126000,Lemonade,12,5.0,1,Trang điểm,Hasaki
Kem Che Khuyết Điểm Judydoll Dạng Lỏng - 01 Da Sáng Tự Nhiên 3.2g,98000,Judydoll,16,5.0,3,Trang điểm,Hasaki
Phấn Phủ Australis Kiềm Dầu 2in1 #Natural 12g,238000,australis,7,5.0,26,Trang điểm,Hasaki
Son Dưỡng Lipice Trái Cây Orange - Cam Tươi Tắn 4g,84000,LipIce,17,4.9,11,Trang điểm,Hasaki
Phấn Má Hồng Judydoll Mềm Mịn Tự Nhiên - 49 Hồng Dâu 2g,88000,Judydoll,16,4.0,1,Trang điểm,Hasaki
Kem Che Khuyết Điểm Maybelline Mịn Lì 25 Medium 6.8ml,138000,Maybelline,10,4.9,14,Trang điểm,Hasaki
Mascara 2 Đầu Browit Professional Duo Màu Sexy Black 4g+4g,168000,Browit,9,5.0,1,Trang điểm,Hasaki
Son Dưỡng Có Màu Vaseline Hồng Ngọt Ngào 3g,77000,Vaseline,18,5.0,10,Trang điểm,Hasaki
Phấn Tạo Khối Too Cool For School 1.5 Màu Trung Tính 9.5g,216000,Too cool for school,7,5.0,8,Trang điểm,Hasaki
Bảng Phấn Mắt Gogo Tales Màu 202 Classic Orange 25 Ô,156000,Gogo Tales,9,5.0,1,Trang điểm,Hasaki
Phấn Phủ Maybelline Mịn Nhẹ Kiềm Dầu Chống Nắng 6g #118,125000,Maybelline,11,4.9,7,Trang điểm,Hasaki
Phấn Má Hồng Maybelline Mịn Lì Chuẩn Màu 20 Hopeful 4.5g,128000,Maybelline,11,5.0,8,Trang điểm,Hasaki
Dao Cạo Lông Mày KAI Lưỡi Đơn Thân Nhựa CBM-3P (3 Cây),33000,KAI,41,4.7,3,Trang điểm,Hasaki
Son Mịn Lì B.O.M #01 Bitter Rose - Đỏ Hồng 3.3g,274000,B.O.M,5,5.0,1,Trang điểm,Hasaki
Combo 2 Son Dưỡng Cocoon Dầu Dừa Bến Tre 5g,54000,Cocoon,24,4.9,63,Trang điểm,Hasaki
Son Bóng Maybelline 115 Peppy – Nâu Đào 4.2ml,179000,Maybelline,8,5.0,27,Trang điểm,Hasaki
Son Kem Lì Black Rouge A01 Strawberry Red - Đỏ Dâu 4.5g,189000,Black Rouge,7,5.0,4,Trang điểm,Hasaki
Mascara Judydoll Đầu Siêu Cong 6 Độ Làm Cong Mi - 01 Đen 2g,144000,Judydoll,9,5.0,1,Trang điểm,Hasaki
Dao Cạo Lông Mày KAI Groom Eyebrow Razor (1 Cây),15000,KAI,82,5.0,13,Trang điểm,Hasaki
Serum Dưỡng Môi Lipstician Giảm Khô Nứt Môi 9g,284000,Lipstician,5,5.0,12,Trang điểm,Hasaki
Giấy Thấm Dầu Mayan Than Hoạt Tính (100 Tờ/Gói),24000,Mayan,51,4.9,24,Trang điểm,Hasaki
Son Lì 3CE Mịn Môi Cherry Fluff - Hồng Anh Đào 4g,278000,3CE,5,4.7,6,Trang điểm,Hasaki
Xịt Khoá Makeup Silkygirl Giữ Lớp Trang Điểm Lâu Trôi 70ml,139000,Silkygirl,9,4.8,5,Trang điểm,Hasaki
Phấn Nước The Lab Dưỡng Ẩm Màu 03 Deep Beige - Trung Bình 12g,193000,The Lab,7,5.0,13,Trang điểm,Hasaki
Phấn Phủ Australis Kiềm Dầu 2in1 #Light Beige 12g,238000,australis,6,5.0,26,Trang điểm,Hasaki
Son Lì B.O.M #802 My Cherry Red - Đỏ Cherry 3.5g,271000,B.O.M,5,4.8,10,Trang điểm,Hasaki
Giấy Thấm Dầu Acnes Trà Xanh 100 Tờ,31000,Acnes,38,5.0,8,Trang điểm,Hasaki
Phấn Nước The Lab Dưỡng Ẩm Màu 01 Ivory - Sáng Tự Nhiên 12g,571000,The Lab,3,5.0,13,Trang điểm,Hasaki
Phấn Nước The Lab Dưỡng Ẩm Màu 02 Beige - Hồng Tự Nhiên 12g,571000,The Lab,3,5.0,13,Trang điểm,Hasaki
Bấm Mi Vacosi Modern Lash Curler Cán Đen BM03,61000,Vacosi,19,4.8,19,Trang điểm,Hasaki
Bấm Mi Điện Mira Cao Cấp Màu Ngẫu Nhiên,65000,Mira,18,4.9,7,Trang điểm,Hasaki
Son Lì B.O.M 808 Đỏ Đất (Bản Giới Hạn 2024) 3.1g,258000,B.O.M,5,5.0,2,Trang điểm,Hasaki
Kẻ Viền Mắt Trong Browit Dạng Sáp Màu Nâu Deep Brown 0.1g,94000,Browit,12,4.8,4,Trang điểm,Hasaki
Bút Kẻ Mắt Nước Kissme Siêu Mượt Không Trôi Màu Đen 0.4ml,173000,Kissme,7,4.8,5,Trang điểm,Hasaki
Son Dưỡng Lipice Trái Cây Cherry - Anh Đào Đỏ Tươi 4g,84000,LipIce,13,4.9,11,Trang điểm,Hasaki
Phấn Phủ Silkygirl Khoáng Kiềm Dầu Dạng Nén Không Màu 7g,131000,Silkygirl,9,4.4,5,Trang điểm,Hasaki
Son Dưỡng Ẩm Naris Ngừa Nhăn Môi Dạng Thỏi 3g,394000,Naris Cosmetics,3,5.0,10,Trang điểm,Hasaki
Phấn Phủ Colorkey Dạng Bột Màu Hồng C02 8g,238000,Colorkey,5,5.0,1,Trang điểm,Hasaki
Son Kem Lì Black Rouge A04 Rasberry Syrup Đỏ Cherry 4.5g,189000,Black Rouge,6,5.0,4,Trang điểm,Hasaki
Son Kem Lì Black Rouge A33 Sunset Crown - Đỏ Cam 4.5g,178000,Black Rouge,6,5.0,1,Trang điểm,Hasaki
Phấn Nước Silkygirl Tông Sáng 01 Natural Light 15g,171000,Silkygirl,7,4.8,12,Trang điểm,Hasaki
Phấn Phủ Maybelline Mịn Nhẹ Kiềm Dầu Chống Nắng 6g #120,149000,Maybelline,7,4.9,7,Trang điểm,Hasaki
Son Dưỡng Môi Nivea Chuyên Sâu 4.8g,71000,Nivea,15,4.7,18,Trang điểm,Hasaki
Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Cam Đào 2.4g,69000,LipIce,15,4.9,20,Trang điểm,Hasaki
Son Tint 3CE Lâu Trôi Màu Coolest - Đỏ Hồng 4.5g,276000,3CE,4,5.0,1,Trang điểm,Hasaki
Son Dưỡng Judydoll Có Màu Cấp Ẩm - 06 Hồng Trà Hổ Phách 3g,159000,Judydoll,7,5.0,2,Trang điểm,Hasaki
Son Dưỡng B.O.M 02 Pure Red - Đỏ Tự Nhiên 4.5g,286000,B.O.M,4,5.0,5,Trang điểm,Hasaki
Son Kem Maybelline 25 Baby Tee - Đào Baby 5ml,163000,Maybelline,7,5.0,9,Trang điểm,Hasaki
Son Kem Maybelline 75 Latte To Go - Cam Cháy 5ml,163000,Maybelline,6,5.0,9,Trang điểm,Hasaki
Son Dưỡng Judydoll Có Màu Cấp Ẩm - 09 Đỏ Kẹo Hồ Lô 3g,159000,Judydoll,6,5.0,2,Trang điểm,Hasaki
Phấn Má Hồng Judydoll Mềm Mịn Tự Nhiên - 02 Hoa Hồng Khô 2g,98000,Judydoll,10,4.0,1,Trang điểm,Hasaki
Son Kem Lì Colorkey R300 Đỏ Hồng Đất 1.8g,99000,Colorkey,10,5.0,2,Trang điểm,Hasaki
Kem Che Khuyết Điểm Judydoll Dạng Lỏng - 00 Da Sáng 3.2g,108000,Judydoll,9,5.0,3,Trang điểm,Hasaki
Chì Kẻ Mày 2 Đầu Silkygirl Nâu Tro 03 Ash Brown 0.35g,97000,Silkygirl,10,4.7,3,Trang điểm,Hasaki
Cọ Má Hồng & Phủ Vacosi Đầu Tròn M03,84000,Vacosi,11,5.0,1,Trang điểm,Hasaki
Son Dưỡng Judydoll Có Màu Cấp Ẩm - 04 Hồng Cam Lạnh 3g,198000,Judydoll,5,5.0,2,Trang điểm,Hasaki
Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Hồng Đất 2.4g,61000,LipIce,15,4.9,20,Trang điểm,Hasaki
Son Lì Australis Mềm Mịn #Luxe - Đỏ Cherry 3.2g,228000,australis,4,5.0,16,Trang điểm,Hasaki
Kem Lót Che Lỗ Chân Lông SILKYGIRL Màu 01 Natural 15ml,127000,Silkygirl,8,4.8,4,Trang điểm,Hasaki
Kem Nền Australis Siêu Nhẹ Tông Kem Nhạt #LightNeutral 30ml,299000,australis,3,4.9,14,Trang điểm,Hasaki
Phấn Phủ Trang Điểm Naris Cosmetics 03 Natural Beige 12g,434000,Naris Cosmetics,3,4.9,14,Trang điểm,Hasaki
Phấn Phủ Trang Điểm Naris Cosmetics 02 Light Beige 12g,434000,Naris Cosmetics,3,4.9,14,Trang điểm,Hasaki
Phấn Phủ Silkygirl Nâng Tông Màu 01 Radiant 7g,154000,Silkygirl,6,5.0,5,Trang điểm,Hasaki
Combo 2 Mút Tán Nền Trang Điểm Mastige Kháng Khuẩn Màu Cam,69000,Mastige,13,5.0,1,Trang điểm,Hasaki
"Phấn Phủ B.O.M Kiềm Dầu, Che Phủ Lỗ Chân Lông Dạng Nén 7.5g",293000,B.O.M,3,4.8,5,Trang điểm,Hasaki
Son Dưỡng Naris Ngừa Nhăn Và Khô Môi Dạng Hũ 10g,263000,Naris Cosmetics,4,5.0,11,Trang điểm,Hasaki
"Kem Nền B.O.M Che Phủ Cao, Lâu Trôi #23 Natural Beige 30ml",533000,B.O.M,2,5.0,4,Trang điểm,Hasaki
Mascara B.O.M Làm Dài & Cong Mi 01 Màu Đen 8g,350000,B.O.M,3,5.0,4,Trang điểm,Hasaki
Xịt Khoá Makeup Colorkey Hương Hoa Hồng Tươi Mát 100ml,133000,Colorkey,7,5.0,2,Trang điểm,Hasaki
Chì Kẻ Mày Xé Suri 102 Brown Màu Nâu E271,26000,Suri,32,4.9,7,Trang điểm,Hasaki
Bút Kẻ Mắt Nước Vacosi 24H Không Lem Màu Đen (Bản Mới) 0.6g,103000,Vacosi,8,5.0,3,Trang điểm,Hasaki
Bút Kẻ Mắt Nước Judydoll Siêu Mảnh - 02 Nâu Đậm 0.4g (Mới),143000,Judydoll,6,5.0,1,Trang điểm,Hasaki
"Son Dưỡng Bioderma Dạng Sáp Làm Dịu Môi Khô, Nứt Nẻ 4g",134000,Bioderma,6,5.0,5,Trang điểm,Hasaki
Son Tint 3CE Lâu Trôi Màu Yay Or Nay - Đỏ Cam 4.5g,283000,3CE,3,5.0,1,Trang điểm,Hasaki
Cọ Khối & Má Hồng Vacosi M09,84000,Vacosi,9,5.0,1,Trang điểm,Hasaki
Son Lì B.O.M 802 Đỏ Cherry (Bản Giới Hạn 2024) 3.1g,268000,B.O.M,3,5.0,2,Trang điểm,Hasaki
Son Kem Lì Colorkey O302 Cam Ánh Hồng 1.8g,99000,Colorkey,8,5.0,2,Trang điểm,Hasaki
Lông Mi Giả Mlen Diary Anime - Hộp Nhỏ,60000,Mlen Diary,13,5.0,3,Trang điểm,Hasaki
Son Thỏi Lì BYS Mịn Môi L342 Queen Of The Night - Đỏ Cherry 3.5g,144000,BYS,5,5.0,6,Trang điểm,Hasaki
Son Tint Judydoll Căng Bóng Mát Lạnh - 04 Đỏ Nâu Trầm 2.4g,135000,Judydoll,6,4.5,2,Trang điểm,Hasaki
Xịt Khóa Makeup BYS Lâu Trôi Tinh Chất Thảo Dược 80ml,272000,BYS,3,5.0,15,Trang điểm,Hasaki
"Son Dưỡng LipIce Hương Trà Dâu, Màu Đỏ Cam 2.4g",64000,LipIce,11,5.0,15,Trang điểm,Hasaki
Mascara Australis Làm Dày Mi Chống Thấm Nước Lâu Trôi 6g,232000,australis,3,5.0,6,Trang điểm,Hasaki
Phấn Nước Silkygirl Tông Tự Nhiên 02 Natural Medium 15g,171000,Silkygirl,5,4.8,12,Trang điểm,Hasaki
Kem Che Khuyết Điểm The Saem - Peach Beige 9.5g,149000,The SAEM,5,4.7,3,Trang điểm,Hasaki
Kem Nền Australis Sáng Mỏng Mịn Màu Natural 30ml (Mới),229000,australis,3,5.0,7,Trang điểm,Hasaki
Bông Phấn Cushion Vacosi BP22 (1 Cái),18000,Vacosi,38,5.0,1,Trang điểm,Hasaki
Son Lì Australis Mềm Mịn #Retro - Đỏ Cam 3.2g,228000,australis,3,5.0,16,Trang điểm,Hasaki
Cọ Má & Khối Vacosi Đầu Xéo M24,62000,Vacosi,11,5.0,1,Trang điểm,Hasaki
Son Kem Lì Mastige Velvet Lâu Trôi Màu V7 Đỏ Hồng Đất 4.5ml,189000,Mastige,4,5.0,4,Trang điểm,Hasaki
Phấn Nước BYS Mịn Lì Ivory - Tông Da Sáng 10g,359000,BYS,2,5.0,16,Trang điểm,Hasaki
Kềm Cắt Da Kềm Nghĩa Thép Chuyên Dụng Mạ Mờ D.401,61000,Kềm Nghĩa,11,5.0,3,Trang điểm,Hasaki
Son Lì B.O.M 806 My Rose - Hồng Đất 3.5g,274000,B.O.M,3,4.8,10,Trang điểm,Hasaki
Son Mịn Lì B.O.M #05 Whisky Brown - Đỏ Nâu 3.3g,161000,B.O.M,5,5.0,1,Trang điểm,Hasaki
Son Kem Lì Mastige Velvet Lâu Trôi Màu V5 Cam San Hô 4.5ml,189000,Mastige,4,5.0,4,Trang điểm,Hasaki
Son Mịn Lì B.O.M #02 Smoked Coral - Đỏ San Hô 3.3g,274000,B.O.M,3,5.0,1,Trang điểm,Hasaki
Son Mịn Lì B.O.M #04 Mellow Pumpkin - Cam Đất 3.3g,274000,B.O.M,3,5.0,1,Trang điểm,Hasaki
Giấy Thấm Dầu Mayan Oil Control Paper (200 Tờ/Gói),28000,Mayan,23,4.9,24,Trang điểm,Hasaki
Son Tint Lilybyred Siêu Lì 12 Black Rose Apple - Đỏ Gạch Trầm 4g,243000,Lilybyred,3,5.0,6,Trang điểm,Hasaki
Son Thỏi Naris Cosmetics Mịn Môi 105 - Cam Ánh Đỏ 3g,199000,Naris Cosmetics,4,4.8,6,Trang điểm,Hasaki
Mascara Kissme Nâng Cong Và Dày Mi Màu Đen 6g,201000,Kissme,4,5.0,6,Trang điểm,Hasaki
Son Thỏi Naris Cosmetics Mịn Môi 103 - Hồng Cam 3g,199000,Naris Cosmetics,4,4.8,6,Trang điểm,Hasaki
Son Dưỡng Môi Vaseline Chiết Xuất Bơ Cacao 4.8g,64000,Vaseline,10,4.9,22,Trang điểm,Hasaki
Phấn Nước Nookoi Che Phủ - C21 Beige Tông Da Lạnh 12g,313000,Nookoi,3,5.0,1,Trang điểm,Hasaki
Phấn Phủ Maybelline Mịn Lì Kiềm Dầu 220 Natural Beige 8.5g,158000,Maybelline,4,4.8,6,Trang điểm,Hasaki
Sáp Dưỡng Môi Nuxe Cho Môi Khô & Bị Tổn Thương Dạng Hũ 15g,404000,Nuxe,2,5.0,11,Trang điểm,Hasaki
Son Kem Lì Black Rouge A05 Marmalade - Đỏ Mứt Cam 4.5g,185000,Black Rouge,4,5.0,4,Trang điểm,Hasaki
Son Kem Lì Black Rouge A50 Soldout Chili - Sắc Đỏ Chili 4.5ml,189000,Black Rouge,4,4.0,1,Trang điểm,Hasaki
Phim Thấm Dầu Acnes Oil Remover Film 50 Tờ,54000,Acnes,12,5.0,2,Trang điểm,Hasaki
Phấn Má Hồng Maybelline Mịn Lì 50 Revolutionary - Hồng Đất 4.5g,128000,Maybelline,5,5.0,8,Trang điểm,Hasaki
Má Hồng Kem Maybelline Căng Mọng - 08 Nâu Mocha 4.7ml,156000,Maybelline,4,5.0,1,Trang điểm,Hasaki
Bảng Phấn Mắt & Mặt Silkygirl 01 Berry Burst 12.6g,99000,Silkygirl,6,4.7,3,Trang điểm,Hasaki
Kem Lót Silkygirl Nâng Tông SPF 50 PA+++ 25ml,148000,Silkygirl,4,5.0,1,Trang điểm,Hasaki
Son Dưỡng Ma:nyo Giàu Độ Ẩm Từ Dưa Hấu Và Trái Cây 4ml,127000,Ma:nyo,5,4.5,2,Trang điểm,Hasaki
Kem Nền CC Cathy Doll Màu Sáng 01 Light Beige 50g,290000,Cathy Doll,2,5.0,1,Trang điểm,Hasaki
Son Dưỡng Môi Vaseline Chiết Xuất Lô Hội 4.8g,64000,Vaseline,9,4.9,22,Trang điểm,Hasaki
"Son Dưỡng Mentholatum Chuyên Biệt Cho Môi Khô, Nứt Nẻ 4.3g",59000,LipIce,10,4.9,15,Trang điểm,Hasaki
Dao Cạo Lông Mày KAI Groom Eyebrow Razor (3 Cây),43000,KAI,13,5.0,13,Trang điểm,Hasaki
Mascara B.O.M Làm Dày & Cong Mi 01 Màu Đen 8g,278000,B.O.M,2,5.0,1,Trang điểm,Hasaki
Son Kem Lì B.O.M #H RD 103 Maple Red - Đỏ Ánh Nâu 8.5g,360000,B.O.M,2,4.8,13,Trang điểm,Hasaki
Son Thỏi 3CE Mềm Môi 10 Dreamy - Hồng Mơ 3.5g,283000,3CE,2,5.0,1,Trang điểm,Hasaki
Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Đỏ Gạch 2.4g,61000,LipIce,9,4.9,20,Trang điểm,Hasaki
Phấn Phủ Maybelline Mịn Lì Kiềm Dầu 120 Classic Ivory 8.5g,178000,Maybelline,3,4.8,6,Trang điểm,Hasaki
Son Dưỡng Có Màu Australis Cấp Ẩm #Silk 1.4g,176000,australis,3,5.0,10,Trang điểm,Hasaki
Kem Che Khuyết Điểm Maybelline Mịn Lì 20 Sand 6.8ml,130000,Maybelline,4,4.9,14,Trang điểm,Hasaki
Bút Kẻ Mắt Nước Judydoll Siêu Mảnh - 01 Đen 0.4g (Mới),134000,Judydoll,4,5.0,1,Trang điểm,Hasaki
Mút Trang Điểm Horus 3D Beauty Sponge Vát Chéo Màu Đen,27000,Horus,19,4.5,2,Trang điểm,Hasaki
"Kem Lót Australis Kiềm Dầu, Che Lỗ Chân Lông 30ml",255000,australis,2,5.0,1,Trang điểm,Hasaki
Phấn Má Hồng Judydoll Mềm Mịn Tự Nhiên - 06 Cam Sữa 2g,84000,Judydoll,7,4.0,1,Trang điểm,Hasaki
Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Hồng Cam 2.4g,69000,LipIce,8,4.9,20,Trang điểm,Hasaki
Dao Cạo Lông Mày Vacosi DC06 (2 Cây),45000,Vacosi,11,5.0,2,Trang điểm,Hasaki
Bảng Phấn Mắt & Mặt Silkygirl 02 Juicy Peach 12.6g,99000,Silkygirl,5,4.7,3,Trang điểm,Hasaki
Nước Tẩy Trang Mắt Môi L'Oréal Dịu Nhẹ Cho Da 125ml,164000,L'Oreal,3,5.0,1,Trang điểm,Hasaki
Son Lì B.O.M #810 My Brick Red - Đỏ Gạch 3.5g,161000,B.O.M,4,4.8,10,Trang điểm,Hasaki
Son Tint Judydoll Căng Bóng Mát Lạnh - 11 Hồng Vỏ Đỗ 2.4g,109000,Judydoll,5,4.5,2,Trang điểm,Hasaki
Bấm Mi Vacosi Classic Lò Xo BM01,44000,Vacosi,11,4.8,19,Trang điểm,Hasaki
Bộ Nookoi Son Kem Lì Màu R22 4g + Son Tint Màu T11 3.8g,158000,Nookoi,4,5.0,1,Trang điểm,Hasaki
"Tinh Chất Dưỡng Môi Senka Cấp Ẩm & Ngừa Khô, Nẻ Môi 10g",73000,Senka,7,5.0,3,Trang điểm,Hasaki
Che Khuyết Điểm Aperire Mỏng Nhẹ Lâu Trôi - 03 Beige 4.5ml,150000,Aperire,4,5.0,4,Trang điểm,Hasaki
Phấn Phủ Australis Kiềm Dầu 2in1 #Nude 12g,239000,australis,2,5.0,26,Trang điểm,Hasaki
Kẻ Viền Mắt Trong Browit Dạng Sáp Màu Đen Midnight Black 0.1g,94000,Browit,6,4.8,4,Trang điểm,Hasaki
Che Khuyết Điểm Aperire Mỏng Nhẹ Lâu Trôi - 01 Pure 4.5ml,156000,Aperire,4,5.0,4,Trang điểm,Hasaki
Bấm Mi Vacosi Full Thân Xám BM02,46000,Vacosi,10,4.8,19,Trang điểm,Hasaki
Mascara Australis Làm Dày Mi & Dưỡng Ẩm 8g,228000,australis,2,5.0,7,Trang điểm,Hasaki
"Kem Nền B.O.M Che Phủ Cao, Lâu Trôi #21 Rosy Beige 30ml",529000,B.O.M,1,5.0,4,Trang điểm,Hasaki
Son Dưỡng Môi Nivea Ban Đêm Lavender Cấp Ẩm Phục Hồi 4.8g,75000,Nivea,6,4.5,2,Trang điểm,Hasaki
Bảng Phấn Mắt Baby Bright Glowy Peach Tông Cam Đào 0.7g,108000,Baby Bright,5,4.7,3,Trang điểm,Hasaki
Son Dưỡng Lipice Trái Cây Berry - Đỏ Mọng 4g,84000,LipIce,6,4.9,11,Trang điểm,Hasaki
Phấn Tạo Khối Too Cool For School 01 Màu Đậm 9.5g,216000,Too cool for school,2,5.0,8,Trang điểm,Hasaki
Kem Che Khuyết Điểm Lemonade Màu A00 - Da Trắng Sáng 3g (Mới),126000,Lemonade,4,5.0,1,Trang điểm,Hasaki
Cọ Môi Vacosi Có Nắp Đậy L01,28000,Vacosi,15,5.0,4,Trang điểm,Hasaki
Son Dưỡng Môi Nivea Hương Đào 4.8g,68000,Nivea,7,4.7,18,Trang điểm,Hasaki
Kẹp Bấm Mi Mastige Siêu Cong Cao Cấp Không Gãy Mi Màu Bạc,79000,Mastige,6,5.0,1,Trang điểm,Hasaki
Chì Kẻ Mày BYS Siêu Mảnh Lâu Trôi Brown - Nâu Tự Nhiên 0.06g,135000,BYS,4,5.0,10,Trang điểm,Hasaki
Cọ Phủ & Má Hồng Vacosi Đầu Tròn M27,99000,Vacosi,4,5.0,1,Trang điểm,Hasaki
Son Kem Bùn & Má Hồng Into You - EM10 Hồng Nâu 2g (Thỏi),111000,Into You,4,5.0,2,Trang điểm,Hasaki
Cọ Má & Highlight Vacosi Hình Quạt Bầu M33,56000,Vacosi,7,5.0,1,Trang điểm,Hasaki
"Mascara Maybelline Uốn Mi, Nâng Mi và Làm Dày Mi 8.6ml",195000,Maybelline,2,4.8,5,Trang điểm,Hasaki
"Kem Lót B.O.M Cấp Ẩm, Đều Màu Da 30ml",478000,B.O.M,1,5.0,1,Trang điểm,Hasaki
"Bảng Phấn Mắt Australis 20 Màu Dạng Lì, Ánh Nhũ 20g",388000,australis,1,4.9,14,Trang điểm,Hasaki
Cọ Tạo Khối Mũi Vacosi Đầu Dẹp N01,34000,Vacosi,12,5.0,1,Trang điểm,Hasaki
